disciplina,extensao,tamanho_mb,modificado_em,arquivo_relativo
HID,.pdf,4.407,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_007_COB_PLANTA_BAIXA_R00.pdf
HID,.pdf,3.812,2026-06-09T13:47:52,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_007_COB_PLANTA_BAIXA_R01.pdf
HID,.pdf,0.984,2026-06-09T13:47:44,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_008_BAR_PLANTA_BAIXA_R00.pdf
HID,.pdf,0.55,2026-06-09T13:47:44,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_009_RES_PLANTA_BAIXA_R00.pdf
HID,.pdf,0.89,2026-06-09T13:47:46,HID\040 - AP - Anteprojeto\PDF\AMS_FLOW_HID_AP_010_COB_PLANTA_BAIXA_R00.pdf
INTERIORES,.dwg,0.017,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_CLIMATIZAÇÃO_R02.dwg
INTERIORES,.dwg,5.036,2026-06-09T13:48:10,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_CLIMATIZAÇÃO_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_ELÉTRICO_R02.dwg
INTERIORES,.dwg,10.538,2026-06-09T13:48:14,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_ELÉTRICO_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:04,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_HIDROSSANITÁRIO_R02.dwg
INTERIORES,.dwg,10.462,2026-06-09T13:48:16,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_HIDROSSANITÁRIO_R03.dwg
INTERIORES,.dwg,0.017,2026-06-09T13:48:00,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_LAYOUT_R02.dwg
INTERIORES,.dwg,10.654,2026-06-09T13:48:12,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_LAYOUT_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_LUMINOTÉCNICO_R02.dwg
INTERIORES,.dwg,10.431,2026-06-09T13:48:16,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DOC_TER_LUMINOTÉCNICO_R03.dwg
INTERIORES,.dwg,5.557,2026-06-09T13:47:58,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DWG_TER_CLIMATIZAÇÃO_R01.dwg
INTERIORES,.dwg,10.484,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DWG_TER_ELÉTRICO_R01.dwg
INTERIORES,.dwg,10.213,2026-06-09T13:48:06,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DWG_TER_HIDROSSANITÁRIO_R01.dwg
INTERIORES,.dwg,10.381,2026-06-09T13:48:04,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DWG_TER_LAYOUT_R01.dwg
INTERIORES,.dwg,10.221,2026-06-09T13:48:08,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_001_DWG_TER_LUMINOTECNICO_R01.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_ELÉTRICO_R02.dwg
INTERIORES,.dwg,5.353,2026-06-09T13:48:10,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_ELÉTRICO_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:04,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_HIDROSSANITÁRIO_R02.dwg
INTERIORES,.dwg,5.353,2026-06-09T13:48:08,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_HIDROSSANITÁRIO_R03.dwg
INTERIORES,.dwg,0.017,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_LAYOUT_R02.dwg
INTERIORES,.dwg,5.572,2026-06-09T13:48:10,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_LAYOUT_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_LUMINOTÉCNICO_R02.dwg
INTERIORES,.dwg,5.502,2026-06-09T13:48:12,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_1PVTO_LUMINOTÉCNICO_R03.dwg
INTERIORES,.dwg,0.017,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_COB_CLIMATIZAÇÃO_R02.dwg
INTERIORES,.dwg,1.145,2026-06-09T13:48:06,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DOC_COB_CLIMATIZAÇÃO_R03.dwg
INTERIORES,.dwg,5.651,2026-06-09T13:48:00,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DWG_1PVTO_ELÉTRICO_R01.dwg
INTERIORES,.dwg,5.651,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DWG_1PVTO_HIDROSSANITÁRIO_R01.dwg
INTERIORES,.dwg,5.235,2026-06-09T13:47:58,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DWG_1PVTO_LAYOUT_R01.dwg
INTERIORES,.dwg,5.905,2026-06-09T13:48:00,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DWG_1PVTO_LUMINOTECNICO_R01.dwg
INTERIORES,.dwg,1.177,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_002_DWG_COB_CLIMATIZAÇÃO_R01.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_ELÉTRICO_R02.dwg
INTERIORES,.dwg,1.436,2026-06-09T13:48:04,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_ELÉTRICO_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_HIDROSSANITÁRIO_R02.dwg
INTERIORES,.dwg,1.371,2026-06-09T13:48:06,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_HIDROSSANITÁRIO_R03.dwg
INTERIORES,.dwg,0.017,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_LAYOUT_R02.dwg
INTERIORES,.dwg,0.999,2026-06-09T13:48:06,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_LAYOUT_R03.dwg
INTERIORES,.dwg,0.018,2026-06-09T13:48:02,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_LUMINOTÉCNICO_R02.dwg
INTERIORES,.dwg,1.366,2026-06-09T13:48:06,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DOC_COB_LUMINOTÉCNICO_R03.dwg
INTERIORES,.dwg,1.698,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DWG_COB_ELÉTRICO_R01.dwg
INTERIORES,.dwg,1.586,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DWG_COB_HIDROSSANITÁRIO_R01.dwg
INTERIORES,.dwg,0.943,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DWG_COB_LAYOUT_R01.dwg
INTERIORES,.dwg,1.614,2026-06-09T13:47:58,INTERIORES\040 - AP - Anteprojeto\DWG\AMS_FLOW_INT_AP_003_DWG_COB_LUMINOTECNICO_R01.dwg
INTERIORES,.ifc,692.703,2026-06-09T13:48:56,INTERIORES\040 - AP - Anteprojeto\IFC\AMS_FLOW_INT_AP_001_IFC_R01.ifc
INTERIORES,.ifc,48.786,2026-06-09T13:48:18,INTERIORES\040 - AP - Anteprojeto\IFC\AMS_FLOW_INT_AP_001_IFC_R02.ifc
INTERIORES,.pdf,4.135,2026-06-09T13:48:12,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_GER_IMAGENS_R00.pdf
INTERIORES,.pdf,0.296,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_CLIMATIZAÇÃO_R01.pdf
INTERIORES,.pdf,0.29,2026-06-09T13:47:58,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_CLIMATIZAÇÃO_R02.pdf
INTERIORES,.pdf,0.983,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_ELÉTRICO_R01.pdf
INTERIORES,.pdf,0.941,2026-06-09T13:47:58,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_ELÉTRICO_R02.pdf
INTERIORES,.pdf,0.824,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_HIDROSSANITÁRIO_R01.pdf
INTERIORES,.pdf,0.844,2026-06-09T13:48:00,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_HIDROSSANITÁRIO_R02 Hidrossanitário.pdf
INTERIORES,.pdf,1.049,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_LAYOUT_R01.pdf
INTERIORES,.pdf,1.283,2026-06-09T13:47:58,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_LAYOUT_R02.pdf
INTERIORES,.pdf,0.878,2026-06-09T13:47:56,INTERIORES\040 - AP - Anteprojeto\PDF\AMS_FLOW_INT_AP_001_DOC_TER_LUMINOTÉCNICO_R01.pdf
