path,cliente,projeto,xlsx_name,abas_encontradas,aba_gerenciamento_usada,total_gerenciamento,grand_total,ac_m2,pct_gerenciamento,rsm2_gerenciamento,status,erro
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Thozen\Mirador de Alicante\CTN-THO-MAT - Apresentação Orçamento - R03.xlsx,Thozen,Mirador de Alicante,CTN-THO-MAT - Apresentação Orçamento - R03.xlsx,ORÇAMENTO_EXECUTIVO|VERSÕES|AREAS PRIVATIVAS|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|COMPARAÇÕES,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\H Empreendimentos\Atlantia\CTN-H-ATL - Apresentação Orçamento - R02.xlsx,H Empreendimentos,Atlantia,CTN-H-ATL - Apresentação Orçamento - R02.xlsx,ORÇAMENTO_EXECUTIVO|Comparação|Custo_Empreiteiro|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Amalfi\Maiori\CTN-ALF-MRI - Apresentação Orçamento - R02.xlsx,Amalfi,Maiori,CTN-ALF-MRI - Apresentação Orçamento - R02.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|AREAS PRIVATIVAS|CÁLCULO_MÉDIAS|COMPARAÇÕES|Planilha1,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Amalfi\Marine\CTN-ALF-MRN - Apresentação Orçamento - R01.xlsx,Amalfi,Marine,CTN-ALF-MRN - Apresentação Orçamento - R01.xlsx,ORÇAMENTO_EXECUTIVO|AREAS PRIVATIVAS|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|COMPARAÇÕES|Amalfi,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Amalfi\Ravello\CTN-ALF-RVL - Apresentação Orçamento RVL - R01.xlsx,Amalfi,Ravello,CTN-ALF-RVL - Apresentação Orçamento RVL - R01.xlsx,Relatório|SEM IMPREVISTOS|ORÇAMENTO_EXECUTIVO - IMPREVIST|GER_EXECUTIVO|Versões|ANÁLISE_CUSTOS|AREAS PRIVATIVAS|CÁLCULO_MÉDIAS|Amalfi,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Amalfi\Tramonti\CTN-ALF-TRM - Apresentação Orçamento - R04.xlsx,Amalfi,Tramonti,CTN-ALF-TRM - Apresentação Orçamento - R04.xlsx,SEM IMPREVISTOS|ORÇAMENTO_EXECUTIVO - IMPREVIST|ANÁLISE_CUSTOS|Versões R01|GER_EXECUTIVO MEGA|Versões|GER_EXECUTIVO CART|Amalfi|Planilha1|Versões (2)|CÁLCULO_MÉDIAS|AREAS PRIVATIVAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Amalfi\Tramonti\CTN-ALF-TRM - Orçamento Executivo_R04xlsb.xlsx,Amalfi,Tramonti,CTN-ALF-TRM - Orçamento Executivo_R04xlsb.xlsx,NOVA EAP|EPCs|CANTEIRO|Cont.Tecnol.|BASES|Ger_Administrativo|Obra|HIDRAÚLICO|Ger_Executivo|CLIMATIZAÇÃO|Ger_Executivo MEGA|PCI|Gás|ELÉTRICA|Insumos|CPU|Arquitetura|MOBILIÁRIO|SANITÁRIO|INSTALAÇÕES COMPLEMENTARES,,,409253.4999999997,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Viva4\Barra4\CTN_VV4-BR4 - Orçamento Final_R02.xls.xlsx,Viva4,Barra4,CTN_VV4-BR4 - Orçamento Final_R02.xls.xlsx,Obra |EPCs|CANTEIRO|BASES|Ger_Tec e Adm|Ger_Executivo|ESQUADRIAS|ARQUITETURA|Composição|Louças e metais|MOBILIÁRIO|Supraestrutura|Fundação Rasa|Aço_Infraestrutura|CAIXA|Elétrica|Hidrossanitário|PPCI|Climatização|PISCINAS,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Viva4\Barra4\CTN-VIV4-BAR4 - Apresentação Orçamento - R02.xlsx,Viva4,Barra4,CTN-VIV4-BAR4 - Apresentação Orçamento - R02.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|AREAS PRIVATIVAS|CÁLCULO_MÉDIAS|COMPARAÇÃO ,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Viva4\Pio4\CTN_VV4-PIO4 - Orçamento_R00.xls - Entregável.xlsx,Viva4,Pio4,CTN_VV4-PIO4 - Orçamento_R00.xls - Entregável.xlsx,Obra |EPCs|CANTEIRO|Ger_Tec e Adm|Ger_Executivo|Empreiteiro|CPU|ELÉTRICA|MOBILIÁRIO|FECHADURA|Escoramento|ARQUITETURA|Fundação Profunda|CONTENÇÕES|PORTÕES|Telefone|SPDA|PCI|HIDROSSANITÁRIO|Climatização,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Viva4\Pio4\CTN-VIV4-PIO4 - Apresentação Orçamento - R00.xlsx,Viva4,Pio4,CTN-VIV4-PIO4 - Apresentação Orçamento - R00.xlsx,ORÇAMENTO_EXECUTIVO Barra4|ORÇAMENTO_EXECUTIVO|AREAS PRIVATIVAS|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|COMPARAÇÃO |COMPARAÇÃO_Construtora,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\XPCon\Marena\CTN_XPC_MRN - Orçamento Executivo_R02.xlsx,XPCon,Marena,CTN_XPC_MRN - Orçamento Executivo_R02.xlsx,Obra |Ger_Tec e Adm|Ger_Executivo|ESTIMATIVAS|Ensaios |EPCs|CANTEIRO|Estacas|Fundação Rasa|Infraestrutura|Supraestrutura|ALVENARIA|Tijolos refratários|Hidrossanitário|ELÉTRICO|ESTIMATIVA - SPDA|Piso Arm.Térreo|Tabela de Aço|PCI|Climatização,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\XPCon\Marena\CTN-XPC_MRN - Apresentação Orçamento_R02.xlsx,XPCon,Marena,CTN-XPC_MRN - Apresentação Orçamento_R02.xlsx,ORÇAMENTO|ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|AREAS PRIVATIVAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\XPCon\Porto Cerro\CTN_XPC_Porto Cerro - Orçamento_R01.xlsx,XPCon,Porto Cerro,CTN_XPC_Porto Cerro - Orçamento_R01.xlsx,Obra |Comparativo|Ger_Tec e Adm|Ger_Executivo|Esquadrias|EPCs|CANTEIRO|Ensaios |Estacas|Fundação Rasa|Aço_Infraestrutura|Supraestrutura|ALVENARIA ESTRUTURAL|Arquitetura|Complementares|PRECIFICAÇÃO ESQUADRIAS|Louças e metais|Instalações|GÁS|HIDRANTES,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\XPCon\Porto Cerro\CTN_XPC_Porto Cerro - Orçamento_R01-ENTREGA.xlsx,XPCon,Porto Cerro,CTN_XPC_Porto Cerro - Orçamento_R01-ENTREGA.xlsx,Obra |Comparativo|Ger_Tec e Adm|Ger_Executivo|Esquadrias|EPCs|CANTEIRO|Ensaios |Estacas|Fundação Rasa|Aço_Infraestrutura|Supraestrutura|ALVENARIA ESTRUTURAL|Arquitetura|Complementares|PRECIFICAÇÃO ESQUADRIAS|Louças e metais|Instalações|GÁS|HIDRANTES,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\WF\Aquarius\CTN_WF_AQUARIUS - Orçamento-R02.xlsx,WF,Aquarius,CTN_WF_AQUARIUS - Orçamento-R02.xlsx,Obra |VERSÕES|EPCs|CANTEIRO|Ensaios |Ger_Tec e Adm|Ger_Executivo|CPU|Insumos|MO PROPRIA|Estacas|Mov de Terra|Aço_Infraestrutura|Supraestrutura|Arquitetura|Esq|INSTALAÇÕES - RESUMO|HIDRO|HIDRO - PREÇO|PISCINA,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\WF\Aquarius\CTN-WF_AQU - Apresentação Orçamento - R02.xlsx,WF,Aquarius,CTN-WF_AQU - Apresentação Orçamento - R02.xlsx,GER_EXECUTIVO|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|AREAS PRIVATIVAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Terrassa\Dom Bosco\CTN-TRS-DBS - EAP_Comentada_R02.xlsx,Terrassa,Dom Bosco,CTN-TRS-DBS - EAP_Comentada_R02.xlsx,EAP|ABC_INSUMOS|ABC_SERVIÇOS|INSUMOS_ORÇADOS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Terrassa\Amaro\CTN-TRS-AMR -Orçamento-R01 .xlsx,Terrassa,Amaro,CTN-TRS-AMR -Orçamento-R01 .xlsx,CAPA|Resumo|Análise|Comparação Paramétrico|ORÇAMENTO_EXECUTIVO|ABC Serviço|ABC Insumos|Insumos - grupos|Composições,,,34406870.7328074,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Terrassa\Amaro\CTN-TRS-AMR - Apresentação de Orçamento - R01.xlsx,Terrassa,Amaro,CTN-TRS-AMR - Apresentação de Orçamento - R01.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|AREAS PRIVATIVAS|CÁLCULO_MÉDIAS|COMPARAÇÃO PARAMÉTRICO,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Somauma\Virgínia\CTN-SMU-VGN - Apresentação de Orçamento - R01.xlsx,Somauma,Virgínia,CTN-SMU-VGN - Apresentação de Orçamento - R01.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|COMPARAÇÃO SOMAUMA|AREAS PRIVATIVAS|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Somauma\Virgínia\CTN-SMU-VGN -Orçamento comentado-R00 .xlsx,Somauma,Virgínia,CTN-SMU-VGN -Orçamento comentado-R00 .xlsx,OBRA|CANTEIRO|EPC's|ORÇAMENTO_EXECUTIVO_COMENTADO|CONTROLE TECNOLÓGICO|ESCORAMENTO|CAIXAS-RESERVATORIOS,CANTEIRO,53000.0,32518198.721028965,,0.0016298565752267762,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Santo André\Lausanne\CTN_STA_LAU - Apresentação Orçamento - R00.xlsx,Santo André,Lausanne,CTN_STA_LAU - Apresentação Orçamento - R00.xlsx,EAP|ORÇAMENTO_EXECUTIVO|AREAS PRIVATIVAS|AREAS INDIVIDUAIS|ANÁLISE_AREAS INDIVIDUAIS|ANÁLISE_CUSTOS (2)|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS|ANÁLISE_CUSTOS LOTEAMENTO|ANÁLISE_CUSTOS LOTEAMENTO (2)|ANÁLISE_CUSTOS AREA COMUM|ANÁLISE_CUSTOS CASAS|COMPARAÇÃO ,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Santo André\Belle Ville\CTN-STA-BVL - Orçamento_R01 - Entregavel.xlsx,Santo André,Belle Ville,CTN-STA-BVL - Orçamento_R01 - Entregavel.xlsx,Obra|Ger_Administrativo|Ger_Executivo|EPCs|CANTEIRO|BASES|Estacas|Fundação Rasa|Contenção|Supraestrutura|Aço_Infraestrutura|Contrapiso Armado|QUANT. ESTRUTURA PROJETISTA|ARQ. RES|Tijolos refratários|HIDROSSANITÁRIO|ELÉTRICA|PCI|GÁS|CLIMATIZAÇÃO,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Santo André\Belle Ville\CTN-STA- BLL - Apresentação Orçamento - R01 - Final.xlsx,Santo André,Belle Ville,CTN-STA- BLL - Apresentação Orçamento - R01 - Final.xlsx,ORÇAMENTO_PARCIAL|EAP|ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS PARCIAL|ANÁLISE_CUSTOS EXECUTIVO|CÁLCULO_MÉDIAS|COMPARAÇÃO|BARÃO|CAIO PRADO|54S - SPOT,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Santa Maria\Unimed\CTN-STM-UNI - Gerenciamento_executivo_R01.xlsx,Santa Maria,Unimed,CTN-STM-UNI - Gerenciamento_executivo_R01.xlsx,Dados Gerais|Resumo|Movimentação de Terra|Infraestrutura|Supraestrutura|Alvenaria|Instalações|Sistemas especiais|Impermeabilização|Rev. Internos Piso e Parede|Acabamentos de Teto|Acabamentos de Piso e Parede|Pintura Interna|Esquadrias|Cobertura|Rev. Fachada|Complementares,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Santa Maria\Z\CTN-STM-RSZ - Orçamento_Executivo_R07.xlsx,Santa Maria,Z,CTN-STM-RSZ - Orçamento_Executivo_R07.xlsx,Relatório,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Santa Maria\Feat\CTN-STM-FET - Apresentação Orçamento_R00.xlsx,Santa Maria,Feat,CTN-STM-FET - Apresentação Orçamento_R00.xlsx,ORÇAMENTO_PARAMÉTRICO|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Adore\Level Up\CTN-ADR-LVU- Apresentação_R00.xlsx,Adore,Level Up,CTN-ADR-LVU- Apresentação_R00.xlsx,ORÇAMENTO EXECUTIVO|Versões|ANÁLISE_CUSTOS|AREAS_PRIVATIVAS|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Adore\Cacupé\CTN-ADR-CCP  - Gerenciamento Executivo_R00.xlsx,Adore,Cacupé,CTN-ADR-CCP  - Gerenciamento Executivo_R00.xlsx,DADOS_INICIAIS|MOVIMENTAÇÃO_DE_TERRA|INFRAESTRUTURA|SUPRAESTRUTURA|INSTALAÇÕES|SISTEMAS ESPECIAIS|COMPLEMENTARES|ALVENARIA|Rev. Fachada|IMPERMEABILIZAÇÃO|Rev. Internos Piso e Parede|TETO|Acabamentos de Piso e Parede|PINTURA INTERNA|ESQUADRIAS|COBERTURA,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Adore\Cacupé\CTN-ADR-CCP- Orçamento Preliminar-R00.xlsx,Adore,Cacupé,CTN-ADR-CCP- Orçamento Preliminar-R00.xlsx,Obra |CANTEIRO|EPC's|ORÇAMENTO|MO|CONTENÇÕES|OPÇÃO 1|OPÇÃO 2|Planilha1,CANTEIRO,32500.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\AJR\Spot One\CTN-AJR-TSO - Orçamento apresentação - R03.xlsx,AJR,Spot One,CTN-AJR-TSO - Orçamento apresentação - R03.xlsx,Gerenciamento executivo |Executivo,Gerenciamento executivo ,68882914.32,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\AJR\Spot One\CTN-AJR-TSO - ORÇAMENTO EXECUTIVO.xlsx,AJR,Spot One,CTN-AJR-TSO - ORÇAMENTO EXECUTIVO.xlsx,Relatório,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\ALL\Acácias JK\17_CTN_ALL_Acácias JK - Apresentação Orçamento - R04.xlsx,ALL,Acácias JK,17_CTN_ALL_Acácias JK - Apresentação Orçamento - R04.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\ALL\Acácias JK\01_CTN_ALL_Acácias JK - Planilha_Orçamento_R04.xlsx,ALL,Acácias JK,01_CTN_ALL_Acácias JK - Planilha_Orçamento_R04.xlsx,CAPA|Resumo_Parede|OBRA|Quadro de Áreas|Resumo|Orçamento|Insumos|ABC Insumos Apoio|ABC Serviços Apoio|Custos Serviços|ABC Insumos|ABC Insumos_|ABC Serviços_|ABC Serviços|Levantamento Adcional |Cont.Tecnol.,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\ALL\Lago di Garda\01_CTN_ALL_LDG-Orçamento_R01.xlsx,ALL,Lago di Garda,01_CTN_ALL_LDG-Orçamento_R01.xlsx,CAPA|Quadro de Áreas|OBRA|Resumo|EAP_SINTETICO|EAP_ANALITICO|INSUMOS|ABC Serviços Apoio|Custos Serviços|Planilha1|PISCINA|MOBILIÁRIO|ESQUADRIAS|LOUÇAS E METAIS|Quantitativo|ABC Insumos Apoio|ABC Insumos|ABC Insumos_|ABC Serviços|ABC Serviços_,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\ARV\Ingleses Spot\CTN_ARV-SPT - Orçamento_R04.xlsx,ARV,Ingleses Spot,CTN_ARV-SPT - Orçamento_R04.xlsx,Validação Mi - 09092024|QUANTITATIVO|ÁREAS|Obra|EPC's|Canteiro|Controle Tecnologico|Ger_Tec e Adm|Ger_Executivo|Estacas|Arm. Estacas|Vigas Fundação|Blocos|Lajes Fundação|Arm. Fund. Dir|Supraestrutura|Protensão custo|Formas custo|Escoramento custo|ARQUITETURA,Canteiro,27000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\AS Ramos\Paessaggio\CTN-ASR-PAE  - Apresentação Orçamento - R04.xlsx,AS Ramos,Paessaggio,CTN-ASR-PAE  - Apresentação Orçamento - R04.xlsx,ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS|AREAS PRIVATIVAS|MÃO DE OBRA|CÁLCULO_MÉDIAS,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Be Brave\Meraki\CTN_BBV_MKR - Orçamento Executivo -R00.xlsx,Be Brave,Meraki,CTN_BBV_MKR - Orçamento Executivo -R00.xlsx,CPU|Obra |Ger_Tec e Adm|Ger_Executivo|CANTEIRO|EPCs|Estacas|Fundação Rasa |Aço_Infraestrutura|Supraestrutura|Arquitetura|Visus - Por Pavimento|MOBILIARIO|Louças e metais|BASES|INSTALAÇÕES |FACHADA APOIO|ESTIMATIVAS INSTALAÇÕES,CANTEIRO,52000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Beco Castelo\Chateau de Versailes\CTN_BCT-CTM - Orçamento_R01.xlsx,Beco Castelo,Chateau de Versailes,CTN_BCT-CTM - Orçamento_R01.xlsx,Formulario|Obra|EPCs|Canteiro|Ensaios|GER TEC E ADM|MO Infra|Composição forma blocos|GER EXECUTIVO|Comparativo|CPU|ARQ_GERAL|ARQ_SUBSOLO|ARQ_TÉRREO|ARQ_GARAGENS|ARQ_PILOTIS|ARQ_PAV1|ARQ_TIPOS|ARQ_ÁTICO|ARQ_MÁQ.BARR,Canteiro,33000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Blue Heaven\Monolyt\CTN_BHE-MON - Apresentação.xlsx,Blue Heaven,Monolyt,CTN_BHE-MON - Apresentação.xlsx,ORÇAMENTO_PRELIMINAR,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Blue Heaven\Monolyt\CTN_BHE-MON - Orçamento.xlsx,Blue Heaven,Monolyt,CTN_BHE-MON - Orçamento.xlsx,Obra |Comparativo|EPCs|CANTEIRO|Ger_Tec e Adm|Ger_Executivo|ARQ|PISO|GUARDA_CORPO| PISCINA|FACHADA|MO Infra|Cotações|ESQUADRIAS|Controle Tecnologico|Arm. Cortina|Cortina|Tabela de Aço|Quantitativo aço|Escadas (2),CANTEIRO,22500.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Blue Heaven\Aquos\CTN_BHE-AQO - Orçamento-R03.xlsx,Blue Heaven,Aquos,CTN_BHE-AQO - Orçamento-R03.xlsx,Obra |Comparativo|EPCs|CANTEIRO|Ensaios|PROJETOS E GERENCIAMENTO TÉCNIC|GERENCIAMENTO EXECUTIVO|Contenção|ARQ| PISO|PISCINA,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Brasin\Mario Lago\CTN-BRS-RML-Apresentação Orçamento - R01.xlsx,Brasin,Mario Lago,CTN-BRS-RML-Apresentação Orçamento - R01.xlsx,Orçamento Resumo|Análise custos|Planilha2,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Brasin\Redentor\CTN_BRS_RDT - Orçamento Executivo R01 - Entregavel.xlsb.xlsx,Brasin,Redentor,CTN_BRS_RDT - Orçamento Executivo R01 - Entregavel.xlsb.xlsx,Obra |Versões|Ger_Tec e Adm|Ger_Executivo|Sienge|ARQUITETURA|Equipamentos Especiais|PCI|LOUÇAS E METAIS|MOBILIÁRIO|ELÉTRICA|HIDROSSANITÁRIO|EPCs|Aço_Infraestrutura|Fundação Rasa|Estacas|Controle Tecnológico|Supraestrutura|Escoramento,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Brava Construtora\Mar a Vista\CTN-BRV-MAV- Apresentação Orçamento - R01.xlsx,Brava Construtora,Mar a Vista,CTN-BRV-MAV- Apresentação Orçamento - R01.xlsx,ANÁLISE_CUSTOS|ORÇAMENTO_EXECUTIVO|CÁLCULO_MÉDIAS|Planilha2|RELATÓRIO,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\By Seasons\By Seasons\CTN-BSN-FSN  - Orçamento_R00.xlsx,By Seasons,By Seasons,CTN-BSN-FSN  - Orçamento_R00.xlsx,Obra|EPC's|Canteiro|Controle Tecnologico|Ger_Tec e Adm|Ger_Executivo|MO Infra|Composição forma blocos|Cotações|Sapatas|Blocos|Vigas Fundação|Arm. Cortina|Cortina|Tabela de Aço|Lajes Fundação|Duto e cisterna|Estacas|Movimentação de terra|Infraestrutura,Canteiro,27000.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Caledonia MOWE\Caledonia MOWE\CTN_MFZ_MOWE - Apresentação Orçamento - R00.xlsx,Caledonia MOWE,Caledonia MOWE,CTN_MFZ_MOWE - Apresentação Orçamento - R00.xlsx,EAP|ORÇAMENTO_EXECUTIVO|ANÁLISE_CUSTOS |CÁLCULO_MÉDIAS|CÁLCULO_MÉDIAS (2)|ANÁLISE_CUSTOS LOTEAMENTO|COMPARAÇÃO ,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Caledonia MOWE\Caledonia MOWE\CTN_MFZ_MOWE - Orçamento_R00.xlsx,Caledonia MOWE,Caledonia MOWE,CTN_MFZ_MOWE - Orçamento_R00.xlsx,Obra |EAP Análise|Ensaios |CANTEIRO|Ger_Tec e Adm|Ger_Executivo|ARQUITETURA|CPU|Insumos|Fundação Rasa|Aço_Infraestrutura|Supraestrutura|LAJE_TRELIÇADA|Tijolos refratários|COMUNICAÇÃO|INSTALAÇÕES|Louças e metais|MO Infra|Cotações|Estacas,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Cambert Engenharia\Portal da Brava\Planilhas slide-R01.xlsx,Cambert Engenharia,Portal da Brava,Planilhas slide-R01.xlsx,Gerenciamento executivo |Executivo|Curva ABC|Planilha2|Planilha3,Gerenciamento executivo ,1282500.0,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Cambert Engenharia\Portal da Brava\MTH - CAM_PBR - Orçamento_Executivo_R01.xlsx,Cambert Engenharia,Portal da Brava,MTH - CAM_PBR - Orçamento_Executivo_R01.xlsx,Relatório,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Carraro\Vertice\CTN-CRR-VRT - Apresentação Orçamento - R00.xlsx,Carraro,Vertice,CTN-CRR-VRT - Apresentação Orçamento - R00.xlsx,Gerenciamento executivo |Gerenciamento_Exec|Executivo,Gerenciamento_Exec,64048587.76,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\CGL\Arbol 646\CTN_CGL-ARB - Orçamento_Executivo - R00.xlsx,CGL,Arbol 646,CTN_CGL-ARB - Orçamento_Executivo - R00.xlsx,Relatório,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\CGL\Arbol 646\CTN_CGL-ARB - Apresentação Orçamento - R00.xlsx,CGL,Arbol 646,CTN_CGL-ARB - Apresentação Orçamento - R00.xlsx,Gerenciamento executivo |Executivo - CASAS|CASA 01|CASA 02|CASA 03|CASA 04|COMPARATIVO,Gerenciamento executivo ,11323062.269999998,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Chiquetti e Dalvesco\Atlantis\MTH_CHI-ATL - Orçamento Executivo_R04.xlsx,Chiquetti e Dalvesco,Atlantis,MTH_CHI-ATL - Orçamento Executivo_R04.xlsx,Relatório CUB 04-22|Relatório CUB 07-21,,,,,,,ok,
G:\Drives compartilhados\03 CTN Projetos\2. Projetos em Andamento\_Entregas\Orçamento_executivo\Chiquetti e Dalvesco\Nautilus\MTH_CHI-NAU - Orçamento Executivo_R00.xlsx,Chiquetti e Dalvesco,Nautilus,MTH_CHI-NAU - Orçamento Executivo_R00.xlsx,Relatório,,,,,,,ok,
